tic_id,n_windows,score_max,score_mean,n_high,frac_high,period,duration,depth,bls_power,pass_base,pass_consistency,pred_post,label_true
1479793,6,0.7993164,0.7045898333333334,3,0.5,14.168830601194005,0.02,5934.945540579148,5934.797763590203,True,True,True,0
167527244,6,0.8051758,0.708089185,3,0.5,14.165199857266904,0.02,8314.596338530508,8314.389309501716,True,True,True,0
1851563,6,0.78466797,0.7195638016666667,4,0.6666666666666666,14.167459234464667,0.02,37609.05427291637,37608.11782745794,True,True,True,0
230954760,6,0.7792969,0.7300618499999999,4,0.6666666666666666,0.8113143640907616,0.1,1458.3874240643304,67888.51254539285,True,True,True,0
260268711,6,0.8046875,0.7430826866666665,4,0.6666666666666666,0.9809586521668908,0.1,3677.246430349927,157117.16414489492,True,True,True,0
300840726,6,0.8041992,0.7667643183333334,5,0.8333333333333334,1.3409751246013932,0.1,23610.18063459373,899765.4090823582,True,True,True,0
354135591,6,0.7675781,0.7124837166666667,3,0.5,14.167318310255238,0.02,232.7364478281996,232.7306528143713,True,True,True,0
407621805,6,0.7939453,0.756998695,5,0.8333333333333334,14.165992641726708,0.02,140207.79677343476,140204.30567382954,True,True,True,0
