kepler_id,source,window_idx,label,mean,std,var,skew,range,median,mad,peak_to_peak
kplr002441495,kepler,0,1,0.06309879489222314,0.6393517073661835,0.4087706057120539,0.7892765695306312,7.336522838353706,0.012774852837648794,0.39875790642618153,7.336522838353706
kplr002441495,kepler,1,1,-0.00580857638288991,0.34629977561236963,0.11992353458917754,0.41647093767128374,7.300989424158785,-0.004079364771422359,0.2081012792048964,7.300989424158785
kplr002441495,kepler,2,1,0.1212653426686543,0.7343255224602877,0.5392339729365745,0.6173259768214246,13.251213284018894,0.014385128405394446,0.3067216007720125,13.251213284018894
kplr002989404,kepler,0,1,-0.12185120098563237,0.8442033815057641,0.7126793493457667,0.8793583264573261,8.192542388509228,0.006240839766732596,0.43589865452346505,8.192542388509228
kplr002989404,kepler,1,1,0.0026142189563609607,0.5362718176051318,0.28758746235751176,0.613582563669727,9.148351002116462,0.004320581377209464,0.3066412616485942,9.148351002116462
kplr002989404,kepler,2,1,0.005584501450063936,0.5698500784627978,0.32472911192405685,0.7397795447373712,4.663347500042697,0.026883617459136085,0.370369836965284,4.663347500042697
kplr003102384,kepler,0,1,0.016029296405791472,0.35653701336999516,0.1271186419027961,0.455531634164577,3.2917163176776216,0.009710945689554936,0.2277658170822885,3.2917163176776216
kplr003102384,kepler,1,1,0.05332427643575746,0.393726867939853,0.15502084653772644,0.447292043881023,10.156766378031055,0.054440150078904216,0.22511737734904758,10.156766378031055
kplr003102384,kepler,2,1,0.03338065737257708,0.4583520491139275,0.2100866009269362,0.5732400667646947,9.504073119259266,0.04237503573623972,0.2858843556788673,9.504073119259266
kplr003217264,kepler,0,1,0.0012199242386685544,0.4872776379998731,0.23743949649473536,0.5928130645769459,5.295379241841533,0.01472293060415895,0.29742231889652637,5.295379241841533
kplr003217264,kepler,1,1,-0.01607038834548046,0.4864914074861035,0.23667388955781,0.49948020092440776,11.792493793401238,0.0005258189499768185,0.2502898202737295,11.792493793401238
kplr003217264,kepler,2,1,1.6473499279649817,5.477843815124035,30.006772862892646,8.358802770610541,25.354547109512012,3.270306624950897,3.3293305330688945,25.354547109512012
kplr003231341,kepler,0,1,0.01243475173149712,1.5242930765576594,2.3234693832416147,2.250292286705493,9.73139042286262,0.0550160143366446,1.126380283563128,9.73139042286262
kplr003231341,kepler,1,1,0.0009661790530681828,0.8689602616639092,0.7550919363510096,1.2570854750515328,7.845234452958692,-0.025527873075686262,0.6333737469018574,7.845234452958692
kplr003231341,kepler,2,1,0.07078257081446643,0.7235144866744632,0.5234732124278119,0.8601145331799563,5.876660339840779,0.00428635621642069,0.4239032900468137,5.876660339840779
kplr003559935,kepler,0,1,-0.04074706120228438,0.6191741272874224,0.38337659990214107,0.7685965631789753,8.074231897637032,-0.002543749506915746,0.383178766832708,8.074231897637032
kplr003559935,kepler,1,1,-0.22970000599725335,0.8661537824396845,0.7502223748345724,1.2480535991002317,5.0510386037423505,-0.2557793123739506,0.6272462325193087,5.0510386037423505
kplr003559935,kepler,2,1,-0.2639149550923369,0.8309616172892453,0.6904972094079582,1.0228042265678627,5.465816336433851,-0.11417725650261254,0.4949387915412089,5.465816336433851
kplr003831053,kepler,0,1,0.1267829261387156,0.746331208327493,0.5570102725235757,1.0000617027079566,9.244948832853284,0.13220288627148538,0.5031461155595607,9.244948832853284
kplr003831053,kepler,1,1,-0.0030840057226452326,0.48745468248498197,0.2376120674765346,0.589094398215524,6.391779438173932,-0.005363880111619049,0.2946916153293737,6.391779438173932
kplr003831053,kepler,2,1,-0.09749977325708983,0.9587944397454041,0.9192867776867033,0.7734520203513944,17.626825164446252,-0.05661100784011058,0.3867879028419979,17.626825164446252
kplr004466677,kepler,0,1,0.006035463269958165,0.7175740427295825,0.5149125067992766,0.8687817523481987,9.836159386134852,-0.030703449859143618,0.43543074345983734,9.836159386134852
kplr004466677,kepler,1,1,-0.03630716724451041,0.6135570500467362,0.37645225366205315,0.8498452217751046,4.803967940916579,-0.04290820800318294,0.4266739663164534,4.803967940916579
kplr004466677,kepler,2,1,0.05387036608654882,0.6078857153969391,0.36952504298364847,0.7243496593378788,6.566366622613895,0.036555332841264436,0.362038005025996,6.566366622613895
kplr004548011,kepler,0,1,-0.048097027087322164,0.759959285534261,0.5775381156697443,0.933127572957704,5.6793452680510415,-0.010291445718612404,0.4526046446799979,5.6793452680510415
kplr004548011,kepler,1,1,0.028427210642574113,0.4113319842134707,0.16919400123699094,0.5294620371724872,5.9788920285349665,0.024086362319679408,0.26593533670227854,5.9788920285349665
kplr004548011,kepler,2,1,-0.02090417836317649,0.3432410090913219,0.11781439032202892,0.44953910765657557,4.82515527342273,-0.022115659947661417,0.22739715699058757,4.82515527342273
kplr004570949,kepler,0,1,-0.4644807204272712,2.941063981069335,8.649857340743406,1.1036537173008258,32.51739663364873,-0.012212825060608036,0.5508626882506575,32.51739663364873
kplr004570949,kepler,1,1,-0.4262797577333777,2.8819317272153864,8.30553048033066,1.072318179317282,26.40241369989332,0.046708699353842996,0.530507979816843,26.40241369989332
kplr004570949,kepler,2,1,-0.2936227370733248,2.0449898409483938,4.181983449582137,0.9061059154468981,32.83664416592919,-0.06320672619003295,0.4511246169241877,32.83664416592919
kplr004633570,kepler,0,1,0.04229371417473768,1.1568027542346788,1.3381926122049386,1.7104585747335497,7.02526632355549,0.0544576066259683,0.8590981281253474,7.02526632355549
kplr004633570,kepler,1,1,0.042453372723845424,0.6178927875065242,0.38179149685258273,0.8631922431558243,4.936523273442631,0.011596727741932817,0.43048933928499256,4.936523273442631
kplr004633570,kepler,2,1,-0.06213338047764043,0.8175261559932497,0.6683490157330992,1.1357937013600274,7.106863544507197,-0.09449765984297417,0.5639692427199368,7.106863544507197
kplr004914566,kepler,0,1,0.0015424409696685737,0.490186479787535,0.24028278496649547,0.6405248730896859,4.76460181374024,-0.0023066665248542956,0.319169805032692,4.76460181374024
kplr004914566,kepler,1,1,0.00908404070013201,0.5535833635412356,0.3064545403896278,0.7174339911919041,6.824576424542729,0.0033992980380793862,0.35838313596719995,6.824576424542729
kplr004914566,kepler,2,1,-0.02039968866589987,0.704335979907044,0.49608917259161595,0.7425038142189517,11.118097216907668,-0.012625964139305623,0.3710091001067317,11.118097216907668
kplr004989057,kepler,0,1,-0.14486805579781353,1.8802242632444184,3.535243280093016,2.795570520191622,8.314543508712,0.2526266096626673,1.3496732255204944,8.314543508712
kplr004989057,kepler,1,1,-0.13229120771455422,0.5881664797634948,0.34593980791738155,0.8434400885581517,5.210164434329747,-0.09218911417405967,0.4145243745712188,5.210164434329747
kplr004989057,kepler,2,1,-0.039133633503758786,1.2810533375158952,1.6410976535606143,1.273604717180481,8.461577080736014,-0.02397916100221529,0.6405202813897777,8.461577080736014
kplr005088536,kepler,0,1,0.027011139651308816,0.9316489273073789,0.8679697237529898,0.7743643824200133,18.308282330976606,-0.012227590864325264,0.38800233449968696,18.308282330976606
kplr005088536,kepler,1,1,-0.031560808827359135,0.5809467704592522,0.33749915010703513,0.6045201629753002,13.100223324545158,-0.03519160297593065,0.30315478325793277,13.100223324545158
kplr005088536,kepler,2,1,-0.04095459493012324,0.5745970196536294,0.3301617349948334,0.656487424147155,5.521801093975177,-0.03891952701965451,0.3295484854897418,5.521801093975177
kplr005106313,kepler,0,1,0.007682769971410909,0.8446044346648081,0.7133566510554601,1.207176322261248,5.619415994770344,0.002723904990193942,0.6063931347218674,5.619415994770344
kplr005106313,kepler,1,1,-0.2922984773411662,2.20904601931172,4.879884315436957,3.420932820720175,11.45038861044551,-0.086062426713864,1.6786388776473762,11.45038861044551
kplr005106313,kepler,2,1,-0.005894447303464355,0.6706938453959782,0.4498302342520444,0.9133512851644372,5.776235096348412,-0.03359482821239195,0.455021843123947,5.776235096348412
kplr005195172,kepler,0,1,-0.007434785448405722,0.39834964253988464,0.15868243771165388,0.5128305757909666,3.6095992127917427,-0.011838829141129827,0.25805000908689335,3.6095992127917427
kplr005195172,kepler,1,1,-0.03357373503860404,0.459144058524638,0.2108132664784762,0.5059209295186454,8.20663743632142,0.0001603614590444201,0.2507021901238653,8.20663743632142
kplr005195172,kepler,2,1,-0.48720253001496894,3.5735816555001065,12.770485848526882,1.112272183693641,18.16617249190074,0.014342776615315717,0.5585630757319353,18.16617249190074
kplr005202905,kepler,0,1,-0.010064281556916741,0.6311150165842808,0.398306164158177,0.874924291551703,4.31708857768537,-0.012137760619898498,0.4376520601372547,4.31708857768537
kplr005202905,kepler,1,1,-0.002690568461939224,0.6818859798742631,0.46496848954908404,0.9805837050898603,4.0744450524103835,0.00890921919678598,0.494134825505089,4.0744450524103835
