time,flux
1310.550144511777,0.0
1310.5515333897229,330.88882
1310.5529222676687,356.64206
1310.5543111456727,315.95618
1310.5557000236186,322.0294
1310.5570889016226,320.75494
1310.5584777796269,322.38696
1310.559866657689,327.6415
1310.5612555356931,332.11816
1310.5626444137554,322.70837
1310.5640332918176,329.18927
1310.5654221698799,331.39694
1310.566811047942,330.92554
1310.5681999260044,322.0632
1310.5695888041248,313.65714
1310.570977682187,326.14636
1310.5723665603075,332.02917
1310.5737554384282,323.0012
1310.5751443165486,320.96335
1310.5765331947273,322.04556
1310.5779220728477,320.5101
1310.5793109510264,326.1214
1310.580699829205,330.00626
1310.5820887073837,348.23087
1310.5834775856206,328.0851
1310.5848664637992,327.85535
1310.586255342036,328.8524
1310.587644220273,331.80988
1310.5890330985098,324.17722
1310.590421976747,334.36197
1310.5918108549838,327.8118
1310.5931997332789,325.43478
1310.594588611574,344.44962
1310.595977489869,331.20142
1310.597366368164,335.54227
1310.5987552464592,329.68124
1310.6001441247543,327.54263
1310.6015330031075,331.13647
1310.6029218814608,324.80515
1310.604310759814,331.53476
1310.6056996381676,334.6612
1310.607088516579,324.27698
1310.6084773949324,333.39276
1310.6098662733439,357.43796
1310.6112551517554,353.9533
1310.6126440301668,328.2721
1310.6140329085783,323.962
1310.615421787048,322.84418
1310.6168106655177,328.7701
1310.6181995439292,328.519
1310.619588422399,317.05167
1310.620977300927,316.56714
1310.6223661793967,337.2567
1310.6237550579247,332.21472
1310.6251439363944,325.64792
1310.6265328149223,349.97455
1310.6279216934502,330.7834
1310.6293105720363,332.35025
1310.6306994505642,330.01437
1310.6320883291503,331.24915
1310.6334772077364,326.30408
1310.6348660863225,330.56213
1310.6362549649089,329.39993
1310.6376438435532,329.5496
1310.6390327221393,341.1433
1310.6404216007836,336.8132
1310.641810479428,343.33685
1310.6431993580723,340.11493
1310.6445882367166,326.7395
1310.645977115419,332.0821
1310.6473659941216,333.68375
1310.6487548728242,334.75323
1310.6501437515267,326.0749
1310.6515326302292,333.95438
1310.652921508932,330.2512
1310.6543103876927,331.40536
1310.6556992664534,336.2997
1310.6570881452142,336.72266
1310.658477023975,337.52106
1310.6598659027356,333.5489
1310.6612547815546,331.58954
1310.6626436603735,330.1164
1310.6640325391343,343.11
1310.6654214180114,336.6031
1310.6668102968304,326.02664
1310.6681991756495,329.42633
1310.6695880545267,342.91425
1310.6709769334038,331.98267
1310.672365812281,327.85797
1310.6737546911581,314.14856
1310.6751435700353,321.51422
1310.6765324489706,357.11783
1310.677921327906,346.96255
1310.6793102068414,356.7975
1310.6806990857767,326.73605
1310.682087964712,319.33807
1310.6834768436477,324.52856
1310.6848657226412,326.98184
1310.6862546016348,328.23047
1310.6876434806284,319.29233
1310.689032359622,340.57715
1310.6904212386737,361.08234
1310.6918101176673,328.72153
1310.693198996719,334.3695
1310.6945878757708,337.37796
1310.6959767548226,340.5107
1310.6973656338744,333.48785
1310.6987545129846,331.09152
1310.7001433920364,324.1261
1310.7015322711463,324.16388
1310.7029211502563,330.84708
1310.7043100294245,333.08047
1310.7056989085345,329.39868
1310.7070877877027,335.80997
1310.7084766668127,335.0108
1310.7098655459808,326.6137
1310.7112544252072,342.4963
1310.7126433043754,338.15988
1310.7140321835436,331.65472
1310.7154210627702,331.31064
1310.7168099419966,334.7573
1310.718198821223,325.0311
1310.7195877004494,330.59772
1310.720976579734,330.77734
1310.7223654589604,333.2676
1310.723754338245,356.90256
1310.7251432175296,331.72546
1310.7265320968143,326.29556
1310.727920976157,331.92432
1310.7293098554417,338.1797
1310.7306987347847,338.4803
1310.7320876141275,332.01624
1310.7334764934703,330.0181
1310.7348653728131,336.32693
1310.736254252156,332.8281
1310.737643131557,324.5135
1310.739032010958,325.4665
1310.740420890359,332.71945
1310.74180976976,333.07422
1310.743198649161,336.16757
1310.7445875286203,331.3426
1310.7459764080215,337.9875
1310.7473652874808,333.80115
1310.74875416694,330.59467
1310.7501430464574,320.93997
1310.7515319259167,335.9429
1310.752920805434,336.4803
1310.7543096848933,369.43375
1310.7556985644107,324.1701
1310.7570874439282,321.73996
1310.7584763235038,333.0981
1310.7598652030213,330.67816
1310.7612540825971,319.5156
1310.7626429621728,327.42795
1310.7640318417484,340.57617
1310.765420721324,326.98633
1310.7668096008997,332.89716
1310.7681984805336,348.05954
1310.7695873601674,329.95084
1310.7709762398013,332.04904
1310.772365119435,332.96127
1310.773753999069,333.76456
1310.775142878761,331.32147
1310.7765317583949,327.94437
1310.7779206380872,323.84723
1310.7793095177792,318.06097
1310.7806983974713,345.28903
1310.7820872772215,318.68362
1310.7834761569136,319.7788
1310.7848650366639,330.48312
1310.7862539164141,327.20294
1310.7876427961644,322.2445
1310.7890316759147,326.47314
1310.7904205557231,328.8575
1310.7918094354734,324.4595
1310.793198315282,334.57956
1310.7945871950906,330.89032
1310.795976074899,324.34442
1310.7973649547075,325.1003
1310.7987538345742,337.08218
1310.8001427144409,322.72064
1310.8015315942494,328.3769
1310.802920474116,334.38776
1310.804309354041,332.68536
1310.8056982339076,330.45587
1310.8070871137743,334.45996
1310.8084759936994,325.06677
1310.8098648736243,334.91855
1310.8112537535492,331.87512
1310.812642633474,322.1353
1310.8140315134572,336.36304
1310.815420393382,325.85632
1310.8168092733652,329.16736
1310.8181981533482,331.23148
1310.8195870333313,327.4086
1310.8209759133726,333.41943
1310.8223647933557,328.5794
1310.8237536733973,330.73447
1310.8251425533804,325.35193
1310.8265314334217,329.1258
1310.8279203135212,334.05103
1310.8293091935625,334.94135
1310.8306980736038,327.40472
1310.8320869537033,320.02814
1310.8334758338028,336.14862
1310.8348647139023,340.17407
1310.8362535940018,324.02533
1310.8376424741596,349.54156
1310.839031354259,331.66772
1310.840420234417,326.2554
1310.8418091145747,326.7822
1310.8431979947325,335.69745
1310.8445868748902,338.77887
1310.845975755048,333.15137
1310.8473646352638,334.2429
1310.8487535154798,328.9183
1310.8501423956957,329.46262
1310.8515312759116,332.60684
1310.8529201561275,332.21524
1310.8543090363435,337.51163
1310.8556979166178,339.43173
1310.857086796892,324.93954
1310.858475677166,326.6181
1310.8598645574402,333.54868
1310.8612534377144,318.40292
1310.8626423179885,318.9633
1310.8640311983208,332.62592
1310.8654200786532,323.69604
1310.8668089589855,333.21664
1310.8681978393179,331.12915
1310.8695867196502,334.05328
1310.870975600041,331.39795
1310.8723644803733,337.7555
1310.8737533607639,333.11176
1310.8751422411544,330.9745
1310.876531121545,337.2543
1310.8779200019355,331.6601
1310.8793088823843,334.74426
1310.8806977627748,338.94925
1310.8820866432236,335.109
1310.8834755236724,317.6128
1310.8848644041211,327.93655
1310.8862532846283,335.79056
1310.887642165077,324.61053
1310.889031045584,317.3774
1310.8904199260328,338.87695
1310.8918088065398,331.09137
1310.8931976870467,327.91205
1310.894586567612,324.81714
1310.8959754481189,337.00674
1310.897364328684,321.69513
1310.898753209191,321.4004
1310.9001420897562,332.3116
1310.9015309703213,331.1172
1310.902919850945,327.8667
1310.9043087315101,331.8887
1310.9056976121335,341.60217
1310.9070864926987,329.95358
1310.908475373322,331.40814
1310.9098642539454,335.20963
1310.911253134627,328.0079
1310.9126420152504,326.35132
1310.914030895932,330.1842
1310.9154197765554,322.9629
1310.916808657237,333.5291
1310.9181975379188,329.43613
1310.9195864186004,329.0389
1310.9209752993402,321.5567
1310.9223641800218,333.705
1310.9237530607616,333.3636
1310.9251419415014,325.89938
1310.9265308222411,327.39572
1310.927919702981,333.04874
1310.9293085837207,331.61057
1310.9306974645187,330.8733
1310.9320863452585,323.69635
1310.9334752260568,325.9048
1310.9348641068548,325.6685
1310.9362529876528,357.31122
1310.9376418684508,343.0491
1310.939030749307,326.3873
1310.940419630105,336.46524
1310.9418085109612,341.3907
1310.9431973918174,337.64273
1310.9445862726736,332.3239
1310.9459751535298,332.37375
1310.9473640344443,333.7236
1310.9487529153007,330.9363
1310.9501417962151,336.21152
1310.9515306771295,338.858
1310.952919558044,328.1001
1310.9543084389584,323.6356
1310.9556973198728,328.45227
1310.9570862008454,327.91693
1310.9584750817598,328.8822
1310.9598639627325,329.16467
1310.961252843705,329.63828
1310.9626417246777,334.67365
1310.9640306056504,334.66507
1310.9654194866232,324.11044
1310.966808367654,323.0715
1310.9681972486849,332.80573
1310.9695861296575,328.57812
1310.9709750106883,334.23752
1310.9723638917774,340.51956
1310.9737527728082,326.4547
1310.975141653839,331.536
1310.976530534928,330.37296
1310.9779194160171,337.8595
1310.9793082971062,334.59732
1310.9806971781954,334.077
1310.9820860592845,334.18817
1310.9834749403735,330.24738
1310.9848638215208,333.57596
1310.9862527026098,329.44778
1310.987641583757,333.3821
1310.9890304649043,329.67288
1310.9904193460516,331.00296
1310.9918082271988,316.6325
1310.9931971084043,331.24222
1310.9945859895515,322.65707
1310.9959748707572,332.22266
1310.9973637519627,337.86203
1310.9987526331681,345.68887
1311.0001415143736,334.21155
1311.001530395579,326.75357
1311.0029192768427,352.36282
1311.0043081580482,334.24905
1311.0056970393118,334.95438
1311.0070859205755,330.94464
1311.0084748018392,335.57376
1311.0098636831028,337.90298
1311.0112525643667,370.35205
1311.0126414456886,333.83563
1311.0140303269523,334.62308
