time,flux
1310.5503975904687,0.0
1310.5517865051436,2684.7715
1310.5531754198184,2703.5015
1310.5545643344933,2695.7861
1310.5559532491973,2714.1323
1310.5573421639012,2669.7026
1310.5587310786054,2675.144
1310.5601199933094,2682.4465
1310.5615089080425,2737.0808
1310.5628978227755,2702.8694
1310.5642867375377,2705.8481
1310.5656756522708,2700.2173
1310.567064567033,2689.517
1310.5684534817951,2700.5103
1310.5698423965864,2718.1902
1310.5712313113777,2739.5107
1310.572620226169,2711.704
1310.5740091409605,2699.4556
1310.5753980557809,2714.305
1310.5767869706012,2682.4038
1310.5781758854216,2678.2173
1310.579564800271,2723.3513
1310.5809537151206,2708.4983
1310.58234262997,2694.3813
1310.5837315448196,2698.5894
1310.5851204596981,2704.4192
1310.5865093745767,2659.8464
1310.5878982894553,2695.5767
1310.589287204363,2696.2712
1310.590676119271,2708.5496
1310.5920650341786,2706.4526
1310.5934539491154,2688.329
1310.5948428640231,2694.3994
1310.596231778989,2697.4463
1310.5976206939258,2692.6414
1310.5990096088917,2662.4885
1310.6003985238576,2670.551
1310.6017874388235,2661.259
1310.6031763537894,2673.3367
1310.6045652687844,2713.9734
1310.6059541837797,2711.304
1310.6073430988038,2678.9897
1310.6087320137988,2687.5664
1310.6101209288229,2680.9504
1310.611509843876,2676.577
1310.6128987589002,2716.1414
1310.6142876739534,2685.0564
1310.6156765890066,2676.311
1310.617065504089,2690.2915
1310.6184544191422,2697.343
1310.6198433342245,2682.6262
1310.6212322493361,2717.5476
1310.6226211644184,2705.9062
1310.6240100795299,2688.564
1310.6253989946413,2677.4307
1310.6267879097818,2694.7158
1310.6281768248932,2683.4724
1310.6295657400337,2694.498
1310.6309546552034,2665.4517
1310.632343570344,2644.6877
1310.6337324855135,2690.7534
1310.6351214007123,2715.0994
1310.636510315882,2676.741
1310.6378992310808,2692.508
1310.6392881462796,2669.0354
1310.6406770614783,2675.8909
1310.6420659767061,2676.711
1310.643454891934,2686.8535
1310.6448438071618,2739.8606
1310.6462327223896,2669.9731
1310.6476216376466,2683.572
1310.6490105529035,2691.4395
1310.6503994681896,2706.3992
1310.6517883834465,2677.8882
1310.6531772987328,2666.5134
1310.6545662140188,2715.2693
1310.655955129334,2720.1328
1310.657344044649,2671.7964
1310.6587329599643,2680.6055
1310.6601218752794,2661.5051
1310.6615107906237,2712.3281
1310.662899705968,2689.5571
1310.6642886213122,2711.4746
1310.6656775366855,2667.2727
1310.6670664520298,2690.7085
1310.6684553674033,2693.5022
1310.6698442828058,2719.941
1310.6712331981792,2670.6846
1310.6726221135816,2682.8953
1310.6740110290132,2672.0728
1310.6753999444156,2670.9297
1310.6767888598472,2647.2004
1310.6781777752788,2650.194
1310.6795666907103,2664.674
1310.680955606171,2687.954
1310.6823445216316,2699.4573
1310.6837334370925,2686.2734
1310.6851223525532,2665.3777
1310.686511268043,2681.362
1310.6879001835327,2683.5774
1310.6892890990516,2677.3057
1310.6906780145414,2682.1084
1310.6920669300603,2675.3242
1310.6934558455791,2678.2068
1310.6948447611271,2692.1875
1310.696233676646,2707.477
1310.697622592194,2694.361
1310.6990115077713,2674.4836
1310.7004004233193,2674.144
1310.7017893388963,2670.2476
1310.7031782544734,2686.7932
1310.7045671700796,2670.3325
1310.7059560856567,2661.7817
1310.7073450012629,2672.7087
1310.708733916869,2684.4807
1310.7101228325043,2666.2202
1310.7115117481396,2655.24
1310.712900663775,2681.1208
1310.7142895794102,2674.064
1310.7156784950748,2673.0981
1310.7170674107392,2672.0715
1310.7184563264036,2675.517
1310.719845242068,2691.2273
1310.7212341577615,2655.4182
1310.722623073455,2685.4316
1310.7240119891485,2661.2805
1310.725400904871,2673.0637
1310.7267898205937,2699.3684
1310.7281787363163,2722.7812
1310.729567652039,2671.9456
1310.7309565677908,2715.815
1310.7323454835425,2736.6614
1310.7337343992942,2687.13
1310.735123315046,2716.9846
1310.7365122308267,2716.328
1310.7379011466076,2693.3572
1310.7392900623884,2671.899
1310.7406789781983,2683.0132
1310.7420678940082,2666.837
1310.743456809818,2677.5579
1310.744845725628,2676.9878
1310.7462346414673,2668.9414
1310.7476235573063,2680.5808
1310.7490124731453,2668.3123
1310.7504013889843,2710.125
1310.7517903048524,2674.8977
1310.7531792207205,2662.914
1310.7545681365887,2662.4631
1310.7559570524859,2673.2937
1310.757345968383,2694.4712
1310.7587348842803,2676.3923
1310.7601238001776,2679.9463
1310.761512716104,2716.013
1310.7629016320304,2682.772
1310.7642905479568,2682.9243
1310.765679463883,2682.3015
1310.7670683798385,2686.4722
1310.768457295794,2691.318
1310.7698462117494,2701.2712
1310.7712351277048,2677.1643
1310.7726240436893,2668.9307
1310.7740129596739,2654.846
1310.7754018756584,2684.7307
1310.776790791672,2652.4631
1310.778179707686,2690.8862
1310.7795686236996,2715.994
1310.7809575397132,2667.7979
1310.7823464557268,2721.0115
1310.7837353717696,2706.5085
1310.7851242878123,2708.7236
1310.7865132038842,2646.0754
1310.787902119927,2692.1023
1310.7892910359988,2676.0044
1310.7906799520706,2681.1523
1310.7920688681716,2767.7097
