time,flux
1310.5498995523342,0.0
1310.5512884558332,5476.143
1310.5526773593904,5425.621
1310.5540662629476,5435.392
1310.555455166563,5454.583
1310.5568440701202,5460.1035
1310.5582329737358,5562.8154
1310.559621877293,5445.868
1310.5610107809084,5443.1226
1310.5623996845238,5502.514
1310.5637885881974,5450.1094
1310.5651774918128,5455.6333
1310.5665663954865,5481.031
1310.56795529916,5453.682
1310.5693442028337,5455.8623
1310.5707331065073,5458.9478
1310.572122010181,5448.3276
1310.573510913913,5454.119
1310.5748998176448,5437.779
1310.5762887213766,5448.8506
1310.5776776251084,5449.3145
1310.5790665288403,5450.135
1310.580455432572,5461.15
1310.581844336362,5444.4272
1310.5832332401521,5440.3047
1310.5846221439422,5437.7944
1310.5860110477322,5439.991
1310.5873999515222,5476.3936
1310.5887888553705,5446.962
1310.590177759219,5462.5503
1310.5915666630672,5455.2104
1310.5929555669154,5453.986
1310.5943444707636,5435.421
1310.5957333746119,5459.0684
1310.5971222785183,5439.4985
1310.5985111824248,5458.8975
1310.5999000863312,5449.925
1310.6012889902377,5515.2905
1310.602677894144,5544.421
1310.6040667980506,5453.7217
1310.6054557020154,5461.974
1310.60684460598,5459.9087
1310.6082335099447,5502.9175
1310.6096224139094,5453.8545
1310.6110113179323,5453.079
1310.612400221897,5463.6284
1310.6137891259198,5445.726
1310.6151780299426,5458.8135
1310.6165669339655,5443.3745
1310.6179558379883,5461.8423
1310.6193447420694,5452.2695
1310.6207336460925,5459.7515
1310.6221225501736,5499.38
1310.6235114542546,5454.198
1310.6249003583357,5445.3677
1310.6262892624168,5449.323
1310.627678166556,5517.2373
1310.6290670706953,5449.1216
1310.6304559747764,5465.067
1310.6318448789157,5444.964
1310.6332337831132,5449.865
1310.6346226872524,5455.9863
1310.6360115914501,5458.1978
1310.6374004955894,5473.776
1310.638789399787,5543.8984
1310.6401783039844,5449.9385
1310.64156720824,5454.925
1310.6429561124376,5457.18
1310.6443450166933,5461.1235
1310.6457339208907,5472.9326
1310.6471228251464,5461.553
1310.6485117294603,5455.06
1310.649900633716,5452.172
1310.6512895379717,5455.916
1310.6526784422858,5456.0605
1310.6540673465997,5454.8447
1310.6554562509136,5453.863
1310.6568451552275,5449.4165
1310.6582340595414,5451.749
1310.6596229639135,5444.1724
1310.6610118682856,5462.8086
1310.6624007726577,5478.5454
1310.6637896770299,5489.403
1310.665178581402,5468.689
1310.666567485774,5447.374
1310.6679563902046,5445.0186
