time,flux
1310.5517275019658,0.0
1310.5531163932994,7704.741
1310.5545052847494,7698.984
1310.555894176083,7709.997
1310.557283067533,7683.136
1310.558671958983,7709.824
1310.5600608503169,7699.9233
1310.5614497417669,7693.3447
1310.5628386332169,7691.6484
1310.5642275246669,7702.2124
1310.5656164161169,7726.6577
1310.567005307567,7698.9204
1310.568394199017,7707.6167
1310.569783090467,7714.0327
1310.571171981917,7712.1294
1310.572560873367,7739.564
1310.5739497649333,7721.3916
1310.5753386563836,7704.893
1310.5767275478336,7694.244
1310.5781164392836,7701.0522
1310.57950533085,7717.1455
1310.5808942223,7715.582
1310.5822831138664,7694.7393
1310.5836720053164,7689.183
1310.5850608968829,7716.366
1310.5864497883329,7712.4336
1310.5878386798993,7706.822
1310.5892275714657,7690.94
1310.5906164629157,7716.106
1310.5920053544824,7709.6724
1310.5933942460488,7712.176
1310.5947831376152,7706.337
1310.5961720291816,7719.1855
1310.597560920748,7720.9214
1310.5989498123145,7697.0596
1310.6003387038809,7725.782
1310.6017275954473,7704.2
1310.6031164870137,7712.039
1310.6045053785801,7712.6685
1310.605894270263,7706.5366
1310.6072831618296,7704.4688
1310.608672053396,7706.051
1310.6100609450789,7699.2163
1310.6114498366453,7695.5977
1310.6128387283281,7696.2686
1310.6142276198946,7703.641
1310.6156165115774,7708.093
1310.6170054031438,7734.5176
1310.6183942948267,7692.4263
1310.6197831865095,7705.6196
1310.621172078076,7703.701
1310.622560969759,7700.9917
1310.6239498614418,7711.519
1310.6253387531247,7706.182
1310.6267276448075,7725.341
1310.6281165364903,7688.7075
1310.6295054281732,7708.248
1310.630894319856,7715.137
1310.6322832115388,7713.2715
1310.6336721032217,7747.119
1310.6350609949045,7700.3525
1310.6364498867038,7698.2515
1310.6378387783868,7718.404
1310.6392276700697,7701.4526
1310.640616561869,7727.6567
1310.6420054535517,7701.1606
1310.643394345351,7723.4062
1310.6447832370338,7707.5615
1310.646172128833,7694.4966
1310.6475610206323,7693.421
1310.6489499123152,7705.9316
1310.6503388041144,7701.7344
1310.6517276959137,7699.2617
1310.653116587713,7697.152
1310.6545054795124,7696.0615
1310.6558943713117,7702.59
1310.657283263111,7699.44
1310.6586721549102,7721.5884
1310.6600610467094,7696.893
1310.6614499385087,7692.749
1310.662838830308,7699.0
1310.6642277221072,7705.673
1310.6656166140228,7707.447
1310.667005505822,7696.6353
1310.6683943976213,7691.037
1310.6697832895372,7705.4834
1310.6711721813365,7713.4126
1310.6725610732522,7706.1143
1310.6739499650514,7705.845
1310.675338856967,7656.9507
1310.6767277488827,7699.246
1310.678116640682,7694.287
1310.6795055325977,7708.571
1310.6808944245133,7721.377
1310.682283316429,7712.7017
1310.6836722083447,7694.334
1310.6850611002606,7689.5225
1310.6864499921762,7700.776
1310.687838884092,7707.2734
1310.6892277760076,7697.269
1310.6906166679232,7688.617
1310.692005559839,7704.9697
1310.693394451871,7707.792
1310.6947833437866,7697.233
1310.6961722357023,7726.8364
1310.6975611277344,7717.023
1310.69895001965,7711.996
1310.7003389116824,7717.027
1310.701727803598,7700.592
1310.7031166956301,7754.14
1310.7045055876622,7697.977
1310.7058944795779,7739.4854
1310.70728337161,7705.606
1310.708672263642,7706.864
1310.710061155674,7699.359
1310.7114500477062,7700.6426
1310.7128389397383,7692.1587
1310.7142278317704,7708.5337
1310.7156167238024,7716.3613
1310.7170056158348,7706.8467
1310.7183945078668,7689.855
1310.7197834000153,7707.427
1310.7211722920474,7725.01
1310.7225611840795,7704.472
1310.7239500761116,7689.9663
1310.72533896826,7716.904
1310.7267278602922,7709.4004
1310.7281167524407,7704.6543
1310.7295056445892,7730.754
1310.7308945366212,7703.0283
1310.73228342877,7690.8877
1310.7336723209185,7713.135
1310.7350612129505,7714.8413
1310.736450105099,7700.2544
1310.7378389972475,7705.1113
1310.739227889396,7724.7334
1310.7406167815445,7706.4478
1310.742005673693,7719.5815
1310.7433945658415,7715.057
1310.74478345799,7713.463
1310.7461723501385,7693.3228
1310.7475612424037,7708.0244
1310.7489501345522,7704.206
1310.7503390267007,7728.307
1310.7517279189656,7701.786
1310.753116811114,7708.268
1310.754505703379,7712.8447
1310.7558945955275,7691.5957
1310.7572834877924,7706.611
1310.758672379941,7713.418
1310.7600612722058,7695.3335
1310.7614501644707,7692.942
1310.7628390567359,7713.091
1310.7642279490008,7699.9595
1310.7656168411493,7686.955
1310.7670057334142,7682.047
1310.768394625679,7735.0767
1310.769783517944,7707.7495
1310.7711724103253,7698.6714
1310.7725613025902,7706.816
1310.7739501948552,7693.257
1310.77533908712,7695.7407
1310.776727979385,7699.625
1310.7781168717663,7702.8096
1310.7795057640315,7686.683
1310.7808946564128,7718.591
1310.7822835486777,7709.488
1310.783672441059,7702.5195
1310.785061333324,7681.564
1310.7864502257053,7688.4995
1310.7878391180866,7697.559
1310.789228010468,7693.3467
1310.7906169027328,7720.8184
1310.7920057951142,7757.9697
1310.7933946874955,7710.0957
1310.794783579877,7716.823
