time,flux
1310.553849118137,0.0
1310.55523799422,7939.939
1310.5566268703033,7957.9507
1310.5580157466193,7942.136
1310.5594046227025,7931.105
1310.5607934990185,7980.758
1310.5621823751019,7921.0566
1310.563571251185,7922.8125
1310.564960127501,7954.0815
1310.5663490035843,7929.8296
1310.5677378796674,7940.713
1310.5691267559835,7937.231
1310.5705156320666,7914.7563
1310.5719045081498,7947.1646
1310.573293384233,7933.742
1310.574682260549,7936.907
1310.5760711366322,7954.38
1310.5774600127156,7943.448
1310.5788488890316,7928.96
1310.5802377651148,7942.3247
1310.581626641198,7975.6045
1310.5830155172812,7952.982
1310.5844043933644,7950.484
1310.5857932696804,7986.0664
1310.5871821457636,7945.47
1310.5885710218467,7953.159
1310.58995989793,7937.711
1310.591348774013,7940.409
1310.5927376500963,7954.6685
1310.5941265264125,8013.7476
1310.5955154024957,7931.067
1310.596904278579,7927.367
1310.598293154662,7943.391
1310.5996820307453,7956.0654
1310.6010709068285,7927.7056
1310.6024597829116,7937.2344
1310.6038486589948,7942.8057
1310.6052375353108,7962.366
1310.606626411394,7964.826
1310.6080152874772,7938.8154
1310.6094041635606,7932.06
1310.6107930396438,7932.139
1310.612181915727,7937.9326
1310.6135707918102,7920.0894
1310.6149596678933,7899.8613
1310.6163485439765,7918.2944
1310.6177374200597,7940.587
1310.619126296143,7934.329
1310.620515172226,7926.6914
1310.6219040483093,7943.6294
1310.6232929243924,7944.538
1310.6246818004759,7942.93
1310.626070676559,7925.679
1310.6274595526422,7923.564
1310.6288484287254,7948.691
1310.6302373048086,7961.1533
1310.6316261808918,7943.382
1310.633015056975,7949.692
1310.6344039330581,7926.338
1310.6357928091413,7924.756
1310.6371816852245,7943.5254
1310.6385705613077,7936.541
1310.639959437391,7945.0015
1310.6413483134743,7940.646
1310.6427371893246,7944.3657
1310.6441260654078,7925.2114
1310.645514941491,7933.3877
1310.6469038175742,8007.5366
1310.6482926936574,7940.4756
1310.6496815697406,7925.604
1310.6510704458237,7953.027
1310.652459321907,7952.5654
1310.65384819799,7941.394
1310.6552370740733,7952.523
1310.6566259499239,7947.815
1310.658014826007,7921.5107
1310.6594037020902,7945.751
1310.6607925781734,7950.9873
1310.6621814542566,7937.2676
1310.6635703303398,7953.282
1310.664959206423,7930.917
1310.6663480825061,7922.4814
1310.6677369583565,7934.4507
1310.6691258344397,7955.4775
1310.6705147105229,7951.9663
1310.6719035866063,7925.4805
1310.6732924626895,7954.0415
1310.6746813387726,7917.538
1310.6760702148558,7930.0996
1310.6774590907062,7971.289
1310.6788479667894,7915.382
1310.6802368428725,7913.261
1310.6816257189557,7946.2373
1310.683014595039,7922.8125
1310.6844034708893,7918.6836
1310.6857923469724,7930.7466
1310.6871812230559,7954.5596
1310.688570099139,7915.7856
1310.6899589752222,7952.6826
1310.6913478513054,7952.6543
1310.6927367271558,7924.796
1310.694125603239,7910.0586
1310.6955144793221,7928.0767
1310.6969033554053,7980.2515
1310.6982922314885,7963.4014
1310.6996811073388,7940.705
1310.701069983422,7948.644
1310.7024588595054,7980.5317
1310.7038477355886,7929.4053
1310.7052366116718,7940.338
1310.7066254875222,7940.4253
1310.7080143636053,7941.9683
