time,flux
1310.5520499150791,0.0
1310.5534387984965,4867.3096
1310.5548276819138,4870.295
1310.5562165654476,4865.737
1310.557605448865,4875.0527
1310.5589943322823,4889.999
1310.5603832158163,4851.594
1310.5617720992336,4848.2803
1310.5631609827674,4850.254
1310.5645498663011,4857.224
1310.5659387497185,4862.332
1310.5673276332523,4859.8887
1310.568716516786,4853.829
1310.5701054002034,4865.0156
1310.5714942837371,4876.655
1310.572883167271,4854.4087
1310.5742720508047,4857.2017
1310.5756609343387,4854.856
1310.577049817756,4861.336
1310.5784387012898,4851.969
1310.5798275848235,4827.26
1310.5812164683573,4838.3174
1310.582605351891,4858.5986
1310.5839942355412,4855.8223
1310.585383119075,4858.2974
1310.5867720026088,4868.7334
1310.5881608861425,4874.6553
1310.5895497696763,4871.151
1310.5909386533265,4850.1753
1310.5923275368605,4857.172
1310.5937164203942,4875.449
1310.5951053040444,4868.5137
1310.5964941875782,4967.4985
1310.5978830712284,4852.3003
1310.5992719547621,4856.0015
1310.6006608384123,4868.4697
1310.602049721946,4853.7114
1310.6034386055962,4863.2344
1310.6048274892464,4839.8174
1310.6062163727802,4855.569
1310.6076052564306,4841.5737
1310.6089941400808,4846.653
1310.610383023731,4863.121
1310.6117719073811,4860.2266
1310.6131607910313,4864.7754
1310.614549674565,4886.578
1310.6159385582152,4829.5913
1310.6173274418654,4849.4253
1310.618716325632,4893.9375
1310.6201052092822,4841.61
1310.6214940929324,4928.05
1310.6228829765828,4876.709
1310.624271860233,4855.461
1310.6256607439996,4853.0825
1310.6270496276497,4851.928
1310.6284385113,4845.276
1310.6298273950665,4865.605
1310.6312162787167,4862.3296
1310.6326051624833,4860.3354
1310.6339940461335,4865.9517
1310.6353829299,4864.4443
1310.6367718135502,4853.864
1310.638160697317,4872.8384
1310.6395495810837,4850.083
1310.6409384647338,4837.2397
1310.6423273485004,4860.77
1310.643716232267,4869.7217
1310.6451051160336,4863.9897
1310.6464939998002,4873.4956
1310.6478828835668,4867.5254
1310.649271767217,4848.947
1310.6506606511,4856.7803
1310.6520495348666,4868.415
1310.6534384186332,4880.7783
1310.6548273024,4874.932
1310.6562161861666,4868.8477
1310.6576050699332,4872.798
1310.6589939538162,4878.267
1310.6603828375828,4870.2573
1310.6617717213494,4871.6646
1310.6631606052324,4864.2812
1310.664549488999,4840.907
1310.665938372882,4853.717
1310.6673272566486,4859.5244
1310.6687161405316,4849.225
1310.6701050242984,4847.3516
1310.6714939081814,4844.9917
1310.6728827920645,4847.9854
1310.674271675831,4854.804
1310.675660559714,4865.869
1310.677049443597,4871.908
1310.67843832748,4868.0107
1310.679827211363,4858.0776
1310.681216095246,4863.0938
1310.682604979129,4847.9756
1310.6839938630121,4859.9634
